"player_id","player_name","nickname","team_id","team_abbreviation","age","gp","w","l","w_pct","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","blka","pf","pfd","pts","plus_minus","nba_fantasy_pts","dd2","td3","wnba_fantasy_pts","gp_rank","w_rank","l_rank","w_pct_rank","min_rank","fgm_rank","fga_rank","fg_pct_rank","fg3m_rank","fg3a_rank","fg3_pct_rank","ftm_rank","fta_rank","ft_pct_rank","oreb_rank","dreb_rank","reb_rank","ast_rank","tov_rank","stl_rank","blk_rank","blka_rank","pf_rank","pfd_rank","pts_rank","plus_minus_rank","nba_fantasy_pts_rank","dd2_rank","td3_rank","wnba_fantasy_pts_rank","team_count"
1641751,"Arthur Kaluma","Arthur",1610612747,"LAL",24,2,1,1,0.5,22.7,5,11.5,0.435,0.5,5,0.1,2.5,3.5,0.714,2,2,4,1.5,2,0,1.5,1.5,1.5,2.5,14,-4.5,23.6,0,0,23,41,40,29,50,32,10,11,57,64,14,84,11,9,46,12,62,36,52,24,84,9,7,71,30,12,86,31,7,1,26,1
1643577,"B.J. Edwards","B.J.",1610612758,"SAC",23,2,2,0,1,7.9,1,2.5,0.4,0,0.5,0,0,0,0,0.5,1,1.5,1,1,0,0,0.5,0,0,2,1,4.3,0,0,4.5,41,3,83,1,106,91,104,67,85,96,85,84,96,84,68,85,94,65,56,84,61,37,106,102,104,51,109,7,1,109,1
27893,"Ben Humrichous","Ben",1610612751,"BKN",23,2,1,1,0.5,24.7,3.5,9.5,0.368,3.5,8.5,0.412,0,0,0,1.5,3.5,5,1,1,2,0.5,0.5,0.5,0,10.5,4.5,24.5,0,0,25,41,40,29,50,25,41,21,76,1,4,32,84,96,84,20,28,24,65,56,5,35,37,102,102,39,34,26,7,1,18,1
1642879,"Ben Saraf","Ben",1610612751,"BKN",20,2,1,1,0.5,27.2,5,11,0.455,1.5,3,0.5,0.5,0.5,1,1,3.5,4.5,4,2.5,0.5,0.5,2,2.5,1.5,12.5,10,24.4,0,0,24.5,41,40,29,50,8,10,14,50,26,41,15,58,75,1,31,28,30,7,15,58,35,3,27,57,24,15,27,7,1,20,1
1642881,"Bogoljub Marković","Bogoljub",1610612749,"MIL",20,2,1,1,0.5,26.3,6,12,0.5,0,3.5,0,0.5,1.5,0.333,2,6,8,4,3.5,1.5,1,1.5,4,2,13,-1.5,32.6,0,0,30,41,40,29,50,14,4,8,29,85,33,85,58,35,75,12,3,4,7,3,17,14,7,7,42,20,68,5,7,1,8,1
1630527,"Brandon Boston Jr.","Brandon",1610612749,"MIL",24,3,1,2,0.333,21.9,5,9,0.556,1.3,2.3,0.571,1.3,1.3,1,0.3,2.3,2.7,2,2.7,1,0.3,0.7,1,1.3,13.3,2.7,20.9,0,0,22,1,40,19,79,40,10,26,24,30,58,12,27,47,1,87,56,66,34,13,30,49,30,84,61,18,44,40,7,1,32,1
1643415,"Brayden Burries","Brayden",1610612749,"MIL",20,1,0,1,0,16.2,3,8,0.375,1,4,0.25,3,4,0.75,0,2,2,1,0,0,0,0,2,4,12,-10,15.9,0,0,16,97,84,29,84,80,46,37,72,32,25,62,4,5,40,96,62,78,65,106,84,61,73,34,11,26,106,61,7,1,56,1
1643064,"Cam Carter","Cam",1610612748,"MIA",23,2,1,1,0.5,6.2,0.5,3,0.167,0.5,1.5,0.333,0,0,0,0.5,1.5,2,1.5,0,0,0,0,2,0,1.5,-3,6.2,0,0,5.5,41,40,29,50,112,108,95,107,64,77,43,84,96,84,68,77,78,52,106,84,61,73,34,102,112,75,102,7,1,105,1
1643418,"Cameron Carr","Cameron",1610612747,"LAL",21,3,2,1,0.667,23.1,5.3,12.7,0.421,3,7.3,0.409,1.7,2.3,0.714,0.3,3.3,3.7,1,0.7,0.3,0.7,0,2,2,16.7,-5.7,24.9,0,0,26.3,1,3,29,35,29,8,7,61,4,6,33,20,22,46,87,32,46,65,87,70,26,73,34,42,5,90,22,7,1,13,1
1642568,"Cameron Tyson","Cameron",1810612744,"GWB",26,3,0,3,0,20.8,2.7,8.7,0.308,2.3,7,0.333,0.3,0.3,1,0.7,2,2.7,1.3,1,0.3,0,0,2,0.3,8,-14.3,13.2,0,0,15,1,84,1,84,51,54,30,92,12,7,43,74,89,1,59,62,66,62,56,70,61,73,34,100,51,116,76,7,1,61,1
1642943,"Chance McMillian","Chance",1710612744,"GWG",25,3,2,1,0.667,20.7,5,8.3,0.6,2,4.3,0.462,0.3,0.3,1,0.3,2,2.3,2.3,0.7,1,0,0.7,1,0.7,12.7,2.3,21.3,0,0,21.3,1,3,29,35,52,10,36,18,13,21,26,74,89,1,87,62,72,33,87,30,61,30,84,91,22,46,39,7,1,35,1
1643052,"Chaney Johnson","Chaney",1610612751,"BKN",24,2,1,1,0.5,28.4,4.5,7,0.643,0.5,0.5,1,2.5,2.5,1,3.5,4.5,8,2,1.5,1,1,0,5,4,14.5,7.5,31.6,1,0,29,41,40,29,50,7,21,49,14,64,96,1,11,19,1,2,16,4,34,44,30,14,73,4,11,11,22,7,1,1,9,1
1642936,"Chase Hunter","Chase",1710612744,"GWG",25,3,2,1,0.667,14.4,1.7,4,0.417,1,2.3,0.429,1,1,1,0,1.3,1.3,1,1,0,0,0,1.3,1,5.7,-0.7,7.8,0,0,9,1,3,29,35,90,75,82,62,32,58,29,32,53,1,96,81,98,65,56,84,61,73,81,67,70,62,97,7,1,92,1
1643732,"Chase Ross","Chase",1610612747,"LAL",23,1,1,0,1,14.5,1,5,0.2,0,2,0,1,1,1,1,5,6,2,1,2,0,0,2,1,4,9,19.2,0,0,16,97,40,83,1,89,91,68,104,85,62,85,32,53,1,31,9,16,34,56,5,61,73,34,67,85,17,47,7,1,56,1
1643024,"Chris Mañon","Chris",1610612747,"LAL",24,3,2,1,0.667,22.2,5,6.3,0.789,0.7,1,0.667,3,4.3,0.692,0.7,4,4.7,2,1.7,1.3,1,0.3,2.7,3.7,14.7,-5,28.6,0,0,26.7,1,3,29,35,35,10,54,4,51,84,7,4,4,48,59,20,29,34,36,26,14,55,23,16,10,88,13,7,1,12,1
1641732,"Colby Jones","Colby",1810612744,"GWB",24,2,0,2,0,16.1,2,3.5,0.571,0,1,0,1,1.5,0.667,0.5,3,3.5,1.5,1.5,2,0,0,2.5,2.5,6,3,17,0,0,15,41,84,19,84,81,62,90,22,85,84,85,32,35,49,68,36,51,52,44,5,61,73,27,30,67,40,57,7,1,61,1
1642504,"Cormac Ryan","Cormac",1610612749,"MIL",27,1,1,0,1,18.7,3,8,0.375,2,6,0.333,3,3,1,0,0,0,0,2,0,0,0,3,4,13,5,11,0,0,15,97,40,83,1,65,46,37,72,13,10,43,4,12,1,96,108,110,99,24,84,61,73,16,11,20,30,86,7,1,61,1
